Deliverable,EndDate,FirstAddedDate,GeoX,GeoY,HazardousSubstances,Hectares,LastUpdatedDate,MinNetDwellings,NetDwellingsRangeFrom,NetDwellingsRangeTo,Notes,OrganisationLabel,OrganisationURI,OwnershipStatus,PermissionDate,PermissionType,PlanningHistory,PlanningStatus,SiteNameAddress,SiteReference,SiteplanURL,entity,point,brownfield-land
yes,,2017-11-01,-1.765705,53.774095,,0.05,2018-11-01,5,0,0,"Site with detailed permission for demolition of church hall and construction of 5, 3 storey dwellings",City of Bradford Metropolitan District Council,http://opendatacommunities.org/id/metropolitan-district-council/bradford,not owned by a public authority,2016-09-07,full planning permission,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=J2Y8X3DH9T000&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=JRK50TDH0CH00&activeTab=summary|https://planning.bradford.,permissioned,"Hastings Street/Broadway Avenue, Little Horton",SW/141,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=415528.8,430860.8,415550.6,430904.7,27700",,,
yes,,2018-11-01,-1.76283,53.770794,,0.09,2018-11-01,6,0,0,Land with permission for 6 homes approved on appeal,City of Bradford Metropolitan District Council,http://opendatacommunities.org/id/metropolitan-district-council/bradford,,2016-10-24,full planning permission,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=KYPSCADH02100&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=LLQQQLDHC1000&activeTab=summary|https://planning.bradford.,permissioned,Faxfleet Street/ Carr Street,SW/144,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=415707.4354,430498.5,415748.32,430540.0,27700",,,
yes,,2017-11-01,-1.756772,53.786956,,0.85,2018-11-01,46,0,0,Existing site of high rise flats with permission to redevelop to 46 family homes,City of Bradford Metropolitan District Council,http://opendatacommunities.org/id/metropolitan-district-council/bradford,owned by a public authority,2017-09-08,full planning permission,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=IDJNPGDHV6000&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=0003707REG&activeTab=summary|https://planning.bradford.gov,permissioned,"Grafton Street, Little Horton",SW/147,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=416064.5449,432229.7461,416188.5197,432404.9263,27700",,,
yes,,2018-11-01,-1.777385,53.780471,,0.45,2018-11-01,17,17,20,,City of Bradford Metropolitan District Council,http://opendatacommunities.org/id/metropolitan-district-council/bradford,not owned by a public authority,,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=8106167FUL&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=JG0T13DH8O000&activeTab=summary|https://planning.bradford.gov,not permissioned,Cousen Road,SW/148,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=414718.55,431542.03,414830.8,431631.75,27700",,,
yes,,2018-11-01,-1.797409,53.782052,,0.2,2018-11-01,5,0,0,Site with permission for 5 units,City of Bradford Metropolitan District Council,http://opendatacommunities.org/id/metropolitan-district-council/bradford,not owned by a public authority,2017-01-05,full planning permission,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=M021G3DH02100&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=OWZL6TDH02F00&activeTab=summary|https://planning.bradford.,permissioned,"100 Holingwood Lane, Great Horton",SW/149,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=413418.56,431738.95,413481.35,431797.45,27700",,,
yes,,2018-11-01,-1.764302,53.772023,,0.18,2018-11-01,9,0,0,Site with redevelopment permission,City of Bradford Metropolitan District Council,http://opendatacommunities.org/id/metropolitan-district-council/bradford,not owned by a public authority,2017-11-07,outline planning permission,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=8603955EXT&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=9201821FUL&activeTab=summary|https://planning.bradford.gov.uk,permissioned,"Dovesdale Road,Bankfoot",SW/150,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=415601.8,430628.8,415663.5,430685.55,27700",,,
yes,,2018-11-01,-1.775274,53.789493,,0.06,2018-11-01,8,0,0,Site with redevelopment permission and new build for 8 apartments.,City of Bradford Metropolitan District Council,http://opendatacommunities.org/id/metropolitan-district-council/bradford,,2017-12-16,full planning permission,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=KVXFSUDHFH000&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=7605385FUL&activeTab=summary|https://planning.bradford.gov,permissioned,"141 Woodhead Road, Shearbridge",SW/151,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=414881.779,432580.839,414923.45,432616.519,27700",,,
yes,,2017-11-01,-1.84752,53.789659,,1.21,2018-11-01,45,45,54,,City of Bradford Metropolitan District Council,http://opendatacommunities.org/id/metropolitan-district-council/bradford,not owned by a public authority,,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=8093958FUL&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=8030318OUT&activeTab=summary|https://planning.bradford.gov.uk,not permissioned,"Dole and Prospect Mills, Thornton Road, Thornton",TH/012,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=410077.95,432554.6933,410215.6646,432660.4,27700",,,
,,2017-11-01,-1.854759,53.792545,,0.33,2018-11-01,13,13,16,,City of Bradford Metropolitan District Council,http://opendatacommunities.org/id/metropolitan-district-council/bradford,,,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=7507369OUT&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=7404559FUL&activeTab=summary|https://planning.bradford.gov.uk,not permissioned,"James Street, Thornton",TH/015,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=409626.7121,432884.2102,409699.09,432966.1336,27700",,,
yes,,2017-11-01,-1.837357,53.792512,,0.29,2018-11-01,15,15,28,,City of Bradford Metropolitan District Council,http://opendatacommunities.org/id/metropolitan-district-council/bradford,not owned by a public authority,,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=9403078OUT&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=OZXDU0DH0CY00&activeTab=summary|https://planning.bradford.gov,not permissioned,"Old Road, Thornton",TH/018,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=410788.25,432887.58,410836.05,432961.75,27700",,,
